id,author,im:version,im:rating,title,content
6223645015,HollyStar,4.23.2,2,Reminders Stopped Working after 2 months,"Reminders stopped working after first two months for no reason, chatted with customer service and still not working"
6222948674,yardena1959,4.23.2,5,So easy,Brilliant app. It’s made requesting a prescription so easy. Thank you.
6221005139,WwcrzvJnthxsMkaxZcrv,4.23.2,5,How to raise downloads by 10 timaes?  ,"service, daily installs can reach 3000+. Ping me at Skype and Whatsapp: +8615282351612  . Every one can get a test promtoin fot 3 days now!"
6219999795,jumonki,4.23.2,5,Just,This is the best app ever! So easy to use and makes what used to be a bit of a chore a 2 second job.
6219296391,Mog 14/06/2013,4.23.2,5,Good repeat prescription service,Very good service no hassle.
6217989767,Lumpyme,4.22.0,5,Great,Absolutely brilliant!!!
6217948289,•••••••••><,4.23.2,5,Excellent,Couldnt be happier with this service so far 10/10...this is an excellent service .
6217921181,Pete028,4.22.0,5,Echo service,Easy to use and the service it first class. It does what it says on the tin.
6215970415,pj736,4.23.2,5,Echo,So easy to use highly recommended many thanks echo
6210041505,kezzawd,4.23.2,3,A big BUT for notifications,"Love the service as the app works great with one very key exception - dose reminders. 

These really need to be persistent and display a badge per med until such time as taking the dose has been achieved. This for me is a very important feature of a reminder notification - any opportunity to simply swipe it away, banishing it to the darkest recesses of my phone, is only meeting half the requirement in my book. Be great if the developers could sort ?"
6205071408,KinKenEco,4.22.0,3,"The camera, both still & video doesn’t open","Hi, Trying to sign up but the camera opens black when photoing ID which is not a major problem as I’ve uploaded from my photo library. But the camera opens black for the 4 digit video recording too and there’s no option to upload from the photo / video library. iPhone 6S iOS v12.3.1 - waiting until iOS is stable again before upgrading. I look forward to the bug fix."
6200331159,Tamzinbody96,4.22.0,4,Amazing however...,I think this app is amazing. I like how my prescription can be delivered straight to my door. The only think I’d like to be improved is so I can get my child’s prescriptions in the same packaging. Apart from this I can not fault this app.
6199969544,Sk1pperjoe,4.22.0,5,Excellent Service,A very reliable service and I would recommend Echo to anybody unfortunate enough to require repeat prescriptions
6196879709,soon be 70,4.22.0,5,First class service,"Brilliant service, makes everything very easy, just a knock at the door and there is your medication"
6195660531,Jillypot,4.22.0,5,Brilliant,Really easy to set up and request your prescriptions
6192927483,aza917,4.22.0,5,Hayley cordell,Excellent app
6189202955,Scotswhahey,4.22.0,5,Excellent service,Since registering with Echo we no longer have to stand in a lengthy queue for medications and then discover they’re not ready for collection . This has been such a timesaver for both my husband and me and takes the pressure off our very busy local chemist . Thankyou
6188863458,mamarathome,4.22.0,5,Brilliant,Brilliant in every way always on time even through out pandemic
6185641381,fenland bowen clinc,4.22.0,5,Love love love,"I love this service, no more queuing, no more missing prescriptions and it goes through the letterbox. App is super easy to use and it’s all completely hassle free. Highly recommend. Only signed up because when standing in a socially distancing queue outside Lloyd’s I saw a sign and signed up while I waited!"
6184640178,mamdie122,4.22.0,5,Fantastic service,Really pleased. Easy to use and very efficient. Has been a god send for me.
6183860007,Rachel8503,4.22.0,5,Brilliant!,"Revolutionary! Finally an app that reminds me to take the medication, to repeat the request & delivers to my door, free of charge, no need to be in to sign for medicine. Literally life-changing! Thank you Echo."
6181901896,Lala Hannah xx,4.22.0,5,Top App,"Absolutely brilliant service to request your medication and have it delivered straight to your door. No fuss, quick, and incredibly simple. I am impressed!"
6180613645,svoobs,4.22.0,5,Faultless,Wish I’d done this years sago.
6178165451,Little treesaa,4.22.0,5,Medication Order,Very easy to request and received medication in time. Saved lots of time and no stress.
6177666580,Trudie 10,4.22.0,3,Mixed review,"For delivering my monthly meds the service was brilliant, until however, I needed an emergency prescription as I got an eye and an ear infection and needed antibiotics. I went to my local pharmacy to collect the meds but as I order had gone to echo and the prescription takes three days to get to me.
My doctor’s surgery said it’s not possible for me to use both echo for my monthly meds and use a local pharmacy for emergency antibiotics- I have to choose, one or the other.

So alas I will have to cancel my account with echo in case I ever need an emergency prescription again (it took me a couple of hours of phone calls and waiting in my local pharmacy to resolve).

I did email echo customer services but they didn’t seem to have a solution in case it happens again."
6177007899,Fizgigz,4.22.0,5,Staff are amazing,"The best part of the app is the staff! So fantastic, they’re there if you need help and go above and beyond to sort issues. Always fast delivery, and an easy app to use. 10/10."
6176958877,Scootzzz,4.22.0,5,Excellent app,Very user friendly app and great customer service. Makes my life much easier .
6173274204,Alfie N.,4.22.0,5,Fantastic service !!!,"Having to order medication online with your GP Surgery waiting 3+ days for the busy Doctors to action your request and then trudging along to the Pharmacy in the hope that they’ve received it across from the Doctors is both stressful and time consuming when you have to work. I had this app recommended to me by a friend and since downloading it I haven’t look back. As soon as you’ve set your account up with echo initially (very straightforward) it’s then just a question of ordering your medication, pay on the same app and wait for your medication to arrive in the post. It’s made mine and my wife’s life a whole lot stressful when your getting near to your refill date. Can’t thank you enough."
6171256189,Stockingtop,4.22.0,1,Notifications,You don’t notify me when I am running low on my medication.
6169285314,madison d d d,4.22.0,5,Medication,Echo are very good haven’t had any problems with my tablets they are always delivered on time.
6169121509,Mollie Selfe,4.22.0,5,Life changing,"This app is a god send no more messing around with prescriptions, just a few clicks of a button all your prescriptions and medications paid online and delivered right to your door it’s AMAZING!!"
6167246706,someone who needs to relax!,4.22.0,5,Really easy and efficient,Brilliantly time saving!
6163294011,esprittc,4.22.0,1,Awful experience,Simply doesn’t work! 4 months in and need to revert to monthly collection - which will require a trip to my GP. Currently without my prescription.
6160874518,Lumpyme,4.22.0,5,Fab,So far brilliant app brilliant service !!! Thank you 👏🏻
6159378077,1977kev,4.22.0,5,Amazing,This app is so easy to use and saves me a great deal of time. Just need to say thank you.
6156292006,brandysnap27,4.22.0,5,Goon service,"I’m new to Echo, only my second request but am very impressed with the service and reminders and speed of delivery"
6156165687,KingKam77,4.22.0,5,A great app,"I love this app, no more calling the surgery and speaking with awkward receptionist and waiting for just to order a prescription. Place the order via this app and a week later the medicine is delivered to your doorstep. Simple and productive. Issues only arise when your GP surgery don’t release the prescription on time."
6156033380,Katie Flutie,4.22.0,5,Excellent service,"An excellent service, really straightforward to use and speedy too!"
6153258109,Andy36lancs,4.22.0,4,Great App but,"Well done for having a great app and delivery service 

Thing is and only a minor thing and thats when I confirmed my order it malfunctioned and when I returned I couldn’t redo it but thing was it was a case of did it go thru or not and when another email came thru asking me to order again it had already been done 

The response team also needs to respond a bit quicker as waiting for an answer was feeling like an eternity and as my meds  had already changed status 30 minutes before the team responded i felt like there was a bit of a lack of response from helping 

Will still use the service but just minor improvements needed 

Well done Team Echo 👍👍"
6152864112,Alison Feber,4.22.0,5,Fantastic,I wish I’d found this app a long time ago. Wow how easy it is to order & delivered to your house in days. Fantastic service. Definitely 5 stars ⭐️
6151799164,Sam Sam Glos,4.22.0,5,Excellent service,"Why would you ever queue up in store ever again for your regular prescriptions when you get reminded to order in time and the drugs get delivered to your door? It works, it’s brilliant- try it 😀"
6149669097,macman1971,4.22.0,2,Good at first,Seemed really good at first. Then I noticed if they didn’t have something it held the entire prescription up. I need my meds quickly and this is turning into a real headache now. If you need multiple prescriptions think twice before committing. Even after chasing im waiting another 4 days which is unacceptable.
6147790970,Pete028,4.22.0,5,Very easy good service,It does what it says on the tin.
6145397833,toffypop,4.22.0,5,All the family sorted!,I used Echo for my own personal medication.  The service was so good I signed up my 76yr old father too.  Now he doesn’t have to worry about going into town to get his medication.  It really is a great service and I’m so grateful of it!
6142888538,Zoeeee2001,4.22.0,1,Never received prescription,"Ordered my prescription online with echo and confirmed with my GP. They confirmed it and sent it. Never had a confirmation from echo, no information and said that if I don’t accept the prescription by a certain date it would be cancelled. I thought they were a service that sends it to your house? 
Having to use another service now and not happy at all."
6141750955,dux123,4.22.0,5,Great service. Easy to use & reliable.,"Since signing up to Echo I have had no problems at all. My GP surgery rang Would recommend this service. Really good service. So easy to order when my prescription is due. I no longer have to make a trip to the GP surgery to request the prescription and another trip to pick it up a few days later. All done through the Echo App and tablets delivered to my door. o question me when the first request went in as it was new to them. But since then everything was run very smoothly. Really useful to get the reminders when my prescription is due and saves me 2 trips to the GP surgery to drop off and pick up the prescription. Medication always arrives on time. What’s is there not to like about this service, it’s brilliant for me!"
6141391029,DanF508,4.22.0,5,amazing refinements,"Been using echo since 2017, particularly loving the useful little refinements recently. Stock update notifications and Royal Mail tracking in app may seem like visually minor updates, but really make a useful difference elevating your service to the next level."
6141341769,lms60121,4.22.0,5,Great App great service,"This app is brilliant and the person who thought of it and designed it is a genius. So easy to use, request repeat prescriptions the request goes to your Gp practice. A few days later your meds get delivered to your door free of charge. 
Don’t know how I ever managed without it! You all deserve a medal."
6140372141,you really don't want reviews,4.22.0,4,Packaging means can’t be delivered through letterbox,"Excellent service except for one thing; first delivery was packed in two letterbox sized boxes so could be posted through. Since then the tablets all come in one box, larger than necessary, so if I’m not in I have to collect from PO. Normally not a problem but now shielding, it is."
6138869111,janeyb,4.22.0,5,Fantastic way to receive medication to the door,"Initially easy to set up App on my phone.
So easy to add medication. 
The app reminds you that you are getting low of the diffrrent.medication
I have a 3 month certificate & it is easily added to the app for Payement. 
The prescription goes straight to the doctors  surgery, you get notifications at what stage your prescription is at and when it’s posted out. You can either check on your app or you get an email . 
Fast postage. 
Excellent 
Thankyou you have been so fantastic through this panademic"
6135496348,hammans1981,4.22.0,5,Never been easier to order a repeat prescription,"I’m loving using this app, pre registering my pre paid prescription card, it reminds me when I need to re new it, the app reminds me to order a repeat prescription! No more hand written notes to the GP & as I’m shielding there’s no need to venture out as my meds arrive in the post, well packaged and always on time"
6135435794,moonlightbae123354,4.22.0,5,Extremely useful,"I’m so pleased I set this up for my mum. It’s hassle free, so easy to order and often delivered the very next day. Saves masses of time queuing up to collect from the chemist."
6134843227,wiltonres,4.22.0,5,Wonderful,Having been told to shield I was in despair about collecting my medication from my local very small crowded chemist. Then I heard about Echo and couldn’t believe how efficient it claimed to be until I tried it. Excellent! Thank you
6127564613,Ingham 23,4.22.0,5,Couldn’t be simpler,"Really easy process, down load the app add your medication then request it as needed. Then it’s posted to you in a couple of days.
I allow 2 weeks to be on the safe side but have never had to wait long at all."
6124160559,i patient,4.22.0,5,I Patient,Very efficient does what it says on the box
6123938342,Disneydog69,4.22.0,4,Easy to Use,"Hi
A question? I have used the app once and was so impressed, so posted it on Facebook, have been criticised by someone saying that it takes funding away from the GP’s, can you tell me if this is true? My surgery are an NHS based practice 🤷🏻‍♀️"
6120381526,ancaraileanu,4.22.0,5,Amazing service,"I am so happy about this service especially because I’m diabetic and scarred to go out and que long time. They are very quick, delivered he prescription at the door, reminds you about repeating prescription.Very pleased , highly recommended."
6115379482,JMH41,4.21.0,3,Missing items,It would be helpful if I could see the stock level you think I have as the “running low” triggers are coming at the wrong time
6111604961,Lilyloo82,4.21.0,5,"So easy to use, and can’t believe I didn’t sign up sooner!","For a while I was calling my GP to request my prescriptions and then waiting 48 hours before driving to collect it from my chosen Pharmacy.

It was only when the COVID-19 pandemic occurred and after receiving the letter advising I should shield that I thought I should really sign up to this service. I am SO glad I did, and can’t believe I didn’t sooner. Ordering my prescription literally takes seconds, and in only a couple of clicks on the Echo app. If you have a Medical Exemption Certificate you can link it to your account, or it provides you with the ability to pay via the app if you do not have the Exemption Certificate.
The app tells you when you are able to request your next prescription, tells you the next steps of what will happen with your request, and then provides a tracking number for the delivery. My last order took 7 days to arrive through my letterbox from the point of requesting (this includes the time the GP reviews the request).

This service is definitely one I would highly recommend to anyone debating whether to use it."
6109009983,Horsecrazylover987,4.21.0,5,Great service!,"I downloaded this app at the beginning of UK lockdown back in March and it’s very efficient. I needed a repeat prescription but didn’t want to leave the house to get it, so I requested it through Echo. Within a matter of days my prescription had arrived, no issues whatsoever & a lot faster delivery than I expected! I highly recommend this app :)"
6107654684,Richard lockdown,4.21.0,5,Phone service,I was helped by Kunar who managed to overcome my problems with login during a long phone call. He was very patient and sorted it out. The problem must have been my use of the password reset option.  It is hard to understand that I failed to reset the password five times. But with his help I registered a new password in one try and ordered my pills. It was a brilliant outcome. Thanks very much Kunar.
6104702115,Fenian Frank,4.21.0,1,Not helpful,Pathetic service
6099784823,Glanafon6,4.21.0,5,Excellent,Echo service are doing incredibly well in a  very difficult time
6090611020,RubyF62,4.21.0,5,Working well,"Great service, not sure who is paying for it though?"
6086874232,slater mrs,4.21.0,5,Brilliant service,"I am never available to collect my prescription before the chemist closed, this is a perfect service and I don’t have to worry about running out anymore"
6086050211,Bluepaul 999,4.21.0,5,Echo prescriptions,"It couldn’t be any easier, no more parking or queues"
6078206587,wrightysan,4.21.0,1,No stock!,"First time I used the service, and my prescription items were not in stock! Multiple delays for what are pretty mainstream medications for hypertension. 

Pretty poor!"
6074761812,mark.pennington,4.21.0,5,Help I am getting,I am very happy with the service I am getting with my prescription and delivery thank you
6066623838,Beginner fb group 1,4.21.0,2,Won’t deliver controlled drugs,Echo is more useful for people who don’t have complex prescriptions that need controlled drugs like morphine patches. Having to make a separate request for the other medications I need makes echo a slightly redundant service.
6066284786,Melmog,4.21.0,5,Wow just plane wow,"I’ve used my local boots for years and felt okay but they often cocked up reminders missed items didn’t send alert texts. All round just average customer service.

This service is great.. order my items, let’s me do a reconciliation to then tell me when to submit the order, tells me if there are stock issues, handles my expectations, delivers to my door.. where do I stop praising them.

Please please please look at this it’s a game changer !!! Well done Echo !!"
6064430467,•••••••••><,4.21.0,5,Excellent,Couldnt be happier with this service so far 10/10
6064391620,happy to sew,4.21.0,5,WOW,"I was apprehensive about using this service, but after long queues at the chemist and not receiving the amount requested I had to give it a go.
This is an excellent service and I can’t fault it
Easy to set up, and I get a reminder when low on my prescription, tick a box and within two days it’s on my doorstep."
6061743624,Kathyb00,4.21.0,5,Brilliant,Love this . Takes all the stress out of sorting your prescriptions. So easy and very efficient
6059051897,Dandan_mcr,4.21.0,1,Don’t use if you actually need you medication,"Have been using these people for 2 months, both times they have only delivered part of my medication whilst missing items and not informing me when they will be delivered. Final straw was waiting 2 weeks for part of my medication and having to chase things up with them only to be told they had no intention of getting item in stock. Would of been nice to know so I could of sourced it elsewhere."
6058250799,Nannapippin,4.21.0,5,Nannapippin,Much more convenient way of ordering repeat prescriptions.
6057641051,Alex44H,4.21.0,5,Excellent Service,"Very simple, order on the app, wait, get a mail to say pay and then it arrives. Any problems with the request, they keep you informed. Faultless."
6050683341,Pippy BC,4.21.0,5,Easy and reliable,"I’m so glad I have this ap - so easy and so reliable. Much easier way to order your repeat medication.
Thank you!"
6050383588,TitusRWT,4.21.0,5,Prescription on line,This has been one of the very few + of the pandemic this is a highly efficient way of obtaining my monthly prescriptions so easy and sorted in a few minutes and without leaving home
6050357232,Nickname seems silly,4.21.0,5,Medication order,"Thanks to this company I order my medication and it is delivered by the postal service without me having to visit the doctor or the pharmacy. 
This is excellent service"
6049708180,Locker88,4.21.0,5,Prescription excellence,Fast efficient reliable service straight to my door.
6042278168,Hutch 007,4.20.0,4,Mark Hutchinson,"I did find it frustrating that as one or two of the items were out of stock the other items were delayed until all items available. I understand the need to avoid wasted postage but when one of the items was heart medication and was in stock, it really should have been sent rather than wait."
6034228193,2 to 6x,4.20.0,1,"Great, but . . .",Great idea but two problems: 1) I need the same medication every day for the rest of my life but I have to confirm every two weeks that I need it. 2) My peace of mind would be much greater if I had a buffer stock in case of supply problems.
6029773997,Field spaniel,4.20.0,2,Where has it gone?,Last month I did NOT order paracetamol but it was ordered and the surgery sent it through. Therefore you should not need to request it as you already have last months supply.
6029160404,karneylulusasa,4.20.0,5,K T leeson,Simply brilliant 👍🏼
6028859312,KarenanaG,4.20.0,5,Great service,Really efficient and quick. Recommend it to everyone!
6022997166,Hazza B's Mum,4.20.0,4,Efficient service but bit tricky to navigate for a family,"Registered my family (me, hubby, dad) and my elderly neighbour. Not a seemless experience, I have to monitor regularly to see if I should order for anyone. Items have finally arrived (slight delay with issuing or delivery each time so allow a 7 day cushion) and as something of a ‘control freak’ having to still monitor/control is ok, but definitely not an autonomous system.
Most annoying, once meds have arrived for the first time I receive a notification for everyone to take their medication throughout each day. My father alone takes 14 pills a day, so this is becoming annoying to say the least. Is there a way to turn that off?? Haven’t found it yet! Will persevere with it as easier to control than anything else I’ve tried so far and stops the need to queue at a pharmacy during this lockdown period."
6017011018,Abarl1,4.20.0,5,Relief,It takes all of the faffing out of repeat prescriptions. So far it’s been faultless
6016915259,ballyer joe,4.20.0,5,New user,"So far so good 
Makes life a bit easier especially during the lockdown"
6012743926,BenCampbellWallis,4.20.0,3,Echo review,"+ Well designed look/feel/flow.

- Scrolling on smaller screens isn’t obvious (no scroll bar) initially yet the app has the real estate to not need a scroll to find the ‘continue’ button at the bottom. Seen on old iPhone SE."
6012463887,mistermaff,4.20.0,5,First Class Service,Absolutely faultless once set up. If you ever have to contact them about any issues they bend over backwards to help. A life saving app and a fantastic idea team of people.
6006209279,Jonny Ringo.,4.20.0,5,Fantastic service.,This is a really easy to use service which has been a invaluable during lock down avoiding long queues at the pharmacy. I would highly recommend.
5999860024,dexley,4.19.0,5,Echo home delivery,Great service. Stay safe stay home
5999171646,Di120987,4.19.0,1,Didn’t work,Didn’t match anything BUT the app collected a lot of personal information and did NOT work at all.
5997369990,Timmydrummer,4.19.0,5,Echo prescription service,5 Star service perfect 👌
5996061061,Silsden,4.19.0,5,Brilliant,"I have switched to this app in preference to Boots, who continually let me down. Easy to sign up and they chase the prescriptions, and post the medicine by Royal Mail. Excellent."
5995786348,brw76brw,4.19.0,5,Brilliant App,"Why have I been so suspicious of repeat prescription apps?  Echo is so simple, easy to use and reliable.  I longer have to queue in the pharmacy wondering what germs are flying around!  Medication is delivered in a timely fashion, and I even get reminded when I’m running low.  So annoyed that it’s taken me so long to subscribe to this service."
5995569838,The original Berryman,4.19.0,5,Excellent,"I am a key worker and having to get time to pick up mine and my sons medication was always something that would cause great anxiety to me so to find Echo has been a god send , no more worrying about if my prescription has run out and the people at customer services are wonderful a 10/10 in my book , thank you all at Echo ."
5991006078,jdss1,4.19.0,4,Telephone number verification,Using app on apple iPhone 7  number pad was over code entry portion of screen making it v tricky to enter code.  A small detail meaning app is not perfect! Ty
5987606901,pirateboy 57,4.19.0,5,Prescription,Tried it once and turned out great items delivered no problem
5987554520,Jos Jubu,4.19.0,5,Professional service,"The whole process is so professionally designed and executed it is a delight and reassuring at this time of lockdown and self isolation. The ease of using the app, the facility of requesting medications and having them delivered timeously and the reminders to take the meds are all seamlessly executed. Well done Echo team and herewith gratitude from me for your existence!"
5983326892,herbal forager,4.19.0,5,Easy to use,"Echo have been a godsend during this pandemic I wish I had signed up earlier!
Such quick delivery!"
5982506366,zancik,4.19.0,5,Fantastic service!,Thenks!
5981070695,ricoedd,4.19.0,1,Crashes,This now crashes on start up and asks you need buy app. What time to do this under COVID 19???????
5979745062,Terry tops,4.18.1,5,Great service,My prescription arrived 36 hours after ordering.  There were 2 items missing which were posted on as soon as they arrived. And I was sent a reminder when I needed to submit a request again!! Amazing thanks
5978381479,m1965kc,4.18.1,5,Easy,This has got to be the future it’s so easy to use
5970326257,chicgoblin,4.18.1,5,Remember,So easy to do
5970284682,Sam waw,4.18.1,5,Love this app,Ordered a prescription off the doctor. waiting in boots for it to be told they don’t have it back from the doctors then they don’t have enough in stock. then having to queue again was the Bain of my live for three of my family members.  I can’t believe how easy this app is if there is a problem they email you straight away. It’s brilliant now all my family use it and I’m telling all my friends too  Thank you echo your the best.
5969585260,boobooee56,4.18.1,5,“Amazing App”,Fantastic App I ordered my prescription and my meds were delivered by Royal Mail within the week! No queuing in chemists anymore a huge thank you.
5969122868,Oakframeman,4.18.1,5,Easy process,"I approached this facility with some cynicism as to simplicity.
Very surprised at how good it is, well written software makes the whole experience excellent. Well
Done."
5969046115,FayeA3,4.18.1,5,Fantastic,This app has saved me so much stress. It is so good and my prescriptions get delivered to me so fast. I’d highly recommend it!
5966996597,lilalovesf1,4.18.1,5,Incredible App and Service,I cannot rave about Echo enough.  The app is so simple to use and even has a reminder for when to take medication.  I receive notice to order my prescriptions 10 days before I run out of medicine and all I do is hit the order button and the rest is done for me.  It has been a Godsend during the lockdown as I cannot get to a pharmacy easily.   I 100% recommend this app
5962594814,x_katey_x,4.18.1,5,Impressed,"Been really impressed with this, so much easier than requesting from my Drs."
